record_id,reader_id,reader_expertise,test_session_id,round_number,question_number,test_level,test_mode,has_ai_assistance,image_id,isic_id,true_diagnosis,diagnosis_full_name,diagnosis_type,is_malignant,reader_diagnosis,is_correct,is_correct_numeric,response_time_seconds,clinical_decision,requires_intervention,is_completed,pairing_id
1348,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b69b4d50bd8df7599746b8024647d9aa0ccb3ed5,2,28,47,with_ai,True,244290,ISIC_7116818,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,5.95,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244290_2
1349,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b69b4d50bd8df7599746b8024647d9aa0ccb3ed5,2,29,47,without_ai,False,243654,ISIC_9594263,BKL,Benign Keratosis,benign,False,MEL,False,0.0,25.48,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_243654_2
1350,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b69b4d50bd8df7599746b8024647d9aa0ccb3ed5,2,30,47,with_ai,True,243654,ISIC_9594263,BKL,Benign Keratosis,benign,False,MEL,False,0.0,6.25,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_243654_2
1351,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,1,47,without_ai,False,245087,ISIC_5651049,MEL,Melanoma,malignant,True,MEL,True,1.0,7.62,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245087_3
1352,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,2,47,with_ai,True,245087,ISIC_5651049,MEL,Melanoma,malignant,True,MEL,True,1.0,3.25,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245087_3
1353,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,3,47,without_ai,False,244623,ISIC_3042275,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,10.95,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244623_3
1354,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,4,47,with_ai,True,244623,ISIC_3042275,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,11.87,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244623_3
1355,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,5,47,without_ai,False,244674,ISIC_8981897,DF,Dermatofibroma,benign,False,DF,True,1.0,7.73,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244674_3
1356,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,6,47,with_ai,True,244674,ISIC_8981897,DF,Dermatofibroma,benign,False,DF,True,1.0,6.53,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244674_3
1357,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,7,47,without_ai,False,244065,ISIC_7101909,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,6.34,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244065_3
1358,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,8,47,with_ai,True,244065,ISIC_7101909,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,4.65,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244065_3
1359,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,9,47,without_ai,False,240994,ISIC_3482891,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,5.79,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240994_3
1360,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,10,47,with_ai,True,240994,ISIC_3482891,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,8.67,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240994_3
1361,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,11,47,without_ai,False,244416,ISIC_1860202,AKIEC,Actinic Keratosis,premalignant,True,AKIEC,True,1.0,12.65,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244416_3
1362,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,12,47,with_ai,True,244416,ISIC_1860202,AKIEC,Actinic Keratosis,premalignant,True,AKIEC,True,1.0,9.47,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244416_3
1363,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,13,47,without_ai,False,240632,ISIC_5103206,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,21.55,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240632_3
1364,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,14,47,with_ai,True,240632,ISIC_5103206,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,6.23,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240632_3
1365,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,15,47,without_ai,False,241936,ISIC_5787263,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,11.56,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241936_3
1366,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,16,47,with_ai,True,241936,ISIC_5787263,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,5.62,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241936_3
1367,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,17,47,without_ai,False,241542,ISIC_8614567,VASC,Vascular Lesions,benign,False,VASC,True,1.0,4.63,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241542_3
1368,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,18,47,with_ai,True,241542,ISIC_8614567,VASC,Vascular Lesions,benign,False,VASC,True,1.0,2.97,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241542_3
1369,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,19,47,without_ai,False,244678,ISIC_8137029,OTHER_BENIGN,Other Benign,benign,False,OTHER_BENIGN,True,1.0,29.6,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244678_3
1370,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,20,47,with_ai,True,244678,ISIC_8137029,OTHER_BENIGN,Other Benign,benign,False,OTHER_BENIGN,True,1.0,10.28,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244678_3
1371,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,21,47,without_ai,False,241632,ISIC_2437084,MEL,Melanoma,malignant,True,MEL,True,1.0,9.5,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241632_3
1372,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,22,47,with_ai,True,241632,ISIC_2437084,MEL,Melanoma,malignant,True,MEL,True,1.0,15.55,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241632_3
1373,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,23,47,without_ai,False,240228,ISIC_9126529,BKL,Benign Keratosis,benign,False,BKL,True,1.0,7.55,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240228_3
1374,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,24,47,with_ai,True,240228,ISIC_9126529,BKL,Benign Keratosis,benign,False,BKL,True,1.0,6.76,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240228_3
1375,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,25,47,without_ai,False,240652,ISIC_7713646,BKL,Benign Keratosis,benign,False,BKL,True,1.0,15.27,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240652_3
1376,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,26,47,with_ai,True,240652,ISIC_7713646,BKL,Benign Keratosis,benign,False,BKL,True,1.0,3.33,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240652_3
1377,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,27,47,without_ai,False,242973,ISIC_5436116,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,9.09,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242973_3
1378,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,28,47,with_ai,True,242973,ISIC_5436116,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,4.18,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242973_3
1379,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,29,47,without_ai,False,243986,ISIC_8894147,NV,Melanocytic Nevi,benign,False,NV,True,1.0,8.47,monitor,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_243986_3
1380,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b9cdf37cf5d91e6ad5b2f4725ca673f3b4733f8e,3,30,47,with_ai,True,243986,ISIC_8894147,NV,Melanocytic Nevi,benign,False,NV,True,1.0,5.09,monitor,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_243986_3
1381,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,1,47,without_ai,False,245204,ISIC_5552683,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,17.14,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245204_4
1382,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,2,47,with_ai,True,245204,ISIC_5552683,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,4.89,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245204_4
1383,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,3,47,without_ai,False,244997,ISIC_1598799,MEL,Melanoma,malignant,True,MEL,True,1.0,6.12,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244997_4
1384,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,4,47,with_ai,True,244997,ISIC_1598799,MEL,Melanoma,malignant,True,MEL,True,1.0,2.88,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244997_4
1385,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,5,47,without_ai,False,241687,ISIC_2891509,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,2.61,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241687_4
1386,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,6,47,with_ai,True,241687,ISIC_2891509,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,2.03,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241687_4
1387,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,7,47,without_ai,False,240018,ISIC_5203599,MEL,Melanoma,malignant,True,MEL,True,1.0,7.8,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240018_4
1388,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,8,47,with_ai,True,240018,ISIC_5203599,MEL,Melanoma,malignant,True,MEL,True,1.0,2.79,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240018_4
1389,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,9,47,without_ai,False,242659,ISIC_9422230,AKIEC,Actinic Keratosis,premalignant,True,AKIEC,True,1.0,14.7,local_therapy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242659_4
1390,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,10,47,with_ai,True,242659,ISIC_9422230,AKIEC,Actinic Keratosis,premalignant,True,AKIEC,True,1.0,6.56,local_therapy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242659_4
1391,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,11,47,without_ai,False,240219,ISIC_3952412,INF,Inflammatory,inflammatory,False,BCC,False,0.0,8.43,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240219_4
1392,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,12,47,with_ai,True,240219,ISIC_3952412,INF,Inflammatory,inflammatory,False,BCC,False,0.0,3.58,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240219_4
1393,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,13,47,without_ai,False,245064,ISIC_6222224,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,12.83,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245064_4
1394,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,14,47,with_ai,True,245064,ISIC_6222224,SCCKA,Squamous Cell Carcinoma,malignant,True,SCCKA,True,1.0,3.37,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_245064_4
1395,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,15,47,without_ai,False,241069,ISIC_1741107,NV,Melanocytic Nevi,benign,False,NV,True,1.0,6.43,monitor,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241069_4
1396,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,16,47,with_ai,True,241069,ISIC_1741107,NV,Melanocytic Nevi,benign,False,NV,True,1.0,5.26,monitor,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241069_4
1397,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,17,47,without_ai,False,244095,ISIC_8291456,BKL,Benign Keratosis,benign,False,AKIEC,False,0.0,6.41,local_therapy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244095_4
1398,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,18,47,with_ai,True,244095,ISIC_8291456,BKL,Benign Keratosis,benign,False,AKIEC,False,0.0,4.34,local_therapy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244095_4
1399,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,19,47,without_ai,False,241596,ISIC_1996485,VASC,Vascular Lesions,benign,False,BCC,False,0.0,9.7,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241596_4
1400,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,20,47,with_ai,True,241596,ISIC_1996485,VASC,Vascular Lesions,benign,False,BCC,False,0.0,3.32,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241596_4
1401,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,21,47,without_ai,False,242070,ISIC_6070426,DF,Dermatofibroma,benign,False,NV,False,0.0,11.29,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242070_4
1402,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,22,47,with_ai,True,242070,ISIC_6070426,DF,Dermatofibroma,benign,False,OTHER_BENIGN,False,0.0,9.49,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_242070_4
1403,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,23,47,without_ai,False,240614,ISIC_3410251,BKL,Benign Keratosis,benign,False,BKL,True,1.0,10.23,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240614_4
1404,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,24,47,with_ai,True,240614,ISIC_3410251,BKL,Benign Keratosis,benign,False,BKL,True,1.0,15.08,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240614_4
1405,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,25,47,without_ai,False,244123,ISIC_0772256,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,4.99,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244123_4
1406,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,26,47,with_ai,True,244123,ISIC_0772256,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,3.73,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_244123_4
1407,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,27,47,without_ai,False,240752,ISIC_6367931,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,6.94,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240752_4
1408,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,28,47,with_ai,True,240752,ISIC_6367931,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,5.01,biopsy,True,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_240752_4
1409,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,29,47,without_ai,False,241352,ISIC_1579405,NV,Melanocytic Nevi,benign,False,NV,True,1.0,5.82,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241352_4
1410,9167a29eb6d5f01c4228864b1e7e6624e138e3af,expert,b4e36bb43578bf34f1964974ae1194b9cc60204d,4,30,47,with_ai,True,241352,ISIC_1579405,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.9,dismiss,False,True,9167a29eb6d5f01c4228864b1e7e6624e138e3af_241352_4
1411,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,1,47,without_ai,False,242588,ISIC_9912332,DF,Dermatofibroma,benign,False,DF,True,1.0,24.1,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_242588_1
1412,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,2,47,with_ai,True,242588,ISIC_9912332,DF,Dermatofibroma,benign,False,DF,True,1.0,9.48,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_242588_1
1413,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,3,47,without_ai,False,244759,ISIC_8054499,BKL,Benign Keratosis,benign,False,BKL,True,1.0,13.73,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244759_1
1414,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,4,47,with_ai,True,244759,ISIC_8054499,BKL,Benign Keratosis,benign,False,BKL,True,1.0,12.28,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244759_1
1415,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,5,47,without_ai,False,242656,ISIC_6877985,MEL,Melanoma,malignant,True,BKL,False,0.0,5.26,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_242656_1
1416,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,6,47,with_ai,True,242656,ISIC_6877985,MEL,Melanoma,malignant,True,BKL,False,0.0,9.12,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_242656_1
1417,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,7,47,without_ai,False,240191,ISIC_8462138,VASC,Vascular Lesions,benign,False,MEL,False,0.0,11.82,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_240191_1
1418,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,8,47,with_ai,True,240191,ISIC_8462138,VASC,Vascular Lesions,benign,False,MEL,False,0.0,5.56,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_240191_1
1419,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,9,47,without_ai,False,245113,ISIC_3049767,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,14.1,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_245113_1
1420,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,10,47,with_ai,True,245113,ISIC_3049767,BCC,Basal Cell Carcinoma,malignant,True,BCC,True,1.0,7.28,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_245113_1
1421,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,11,47,without_ai,False,243763,ISIC_7116804,BCC,Basal Cell Carcinoma,malignant,True,MEL,False,0.0,14.31,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_243763_1
1422,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,12,47,with_ai,True,243763,ISIC_7116804,BCC,Basal Cell Carcinoma,malignant,True,MEL,False,0.0,8.07,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_243763_1
1423,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,13,47,without_ai,False,241899,ISIC_1009475,NV,Melanocytic Nevi,benign,False,NV,True,1.0,6.93,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_241899_1
1424,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,14,47,with_ai,True,241899,ISIC_1009475,NV,Melanocytic Nevi,benign,False,NV,True,1.0,3.53,dismiss,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_241899_1
1425,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,15,47,without_ai,False,244878,ISIC_2001195,OTHER_BENIGN,Other Benign,benign,False,MEL,False,0.0,10.27,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244878_1
1426,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,16,47,with_ai,True,244878,ISIC_2001195,OTHER_BENIGN,Other Benign,benign,False,MEL,False,0.0,4.62,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244878_1
1427,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,17,47,without_ai,False,244437,ISIC_3428486,AKIEC,Actinic Keratosis,premalignant,True,OTHER_BENIGN,False,0.0,14.88,monitor,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244437_1
1428,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,18,47,with_ai,True,244437,ISIC_3428486,AKIEC,Actinic Keratosis,premalignant,True,OTHER_BENIGN,False,0.0,5.11,monitor,False,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244437_1
1429,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,19,47,without_ai,False,244964,ISIC_0768610,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,8.48,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244964_1
1430,8f198b0d518780cb74381d511cb2ab8c9f74e3e7,non-expert,92a8922bdc2cc9c662b7298a889d3c70a9b5b86b,1,20,47,with_ai,True,244964,ISIC_0768610,NV,Melanocytic Nevi,benign,False,MEL,False,0.0,3.19,biopsy,True,True,8f198b0d518780cb74381d511cb2ab8c9f74e3e7_244964_1
